,id,custom_id,name,url,abbreviation,classification
24393,24394,668068324057-74,CERIS,https://ec.europa.eu/home-affairs/secure-safe-resilient-societies/index_en,,
24394,24395,972634836901-11,EuroPris,https://www.europris.org/partnerships/,,
24395,24396,823812341317-24,Plataforma Tecnológica Europea de la Construcción,https://www.ectp.org/,ECTP,
24396,24397,387739026559-34,AIPAS,http://www.aipas.it/imprese-associate/,,
24397,24398,736656527398-18,Comite Europeen de Droit Rural,,CEDR,
24398,24399,718277924839-56,European Patients Forum,,EPF,
24399,24400,718277924839-56,European Disability Forum,,EDF,
24400,24401,718277924839-56,International Disability Alliance,,IDA,
24401,24402,718277924839-56,The European Organisation for Rare Diseases,,EURORDIS,
24402,24403,718277924839-56,Food Fortification Initiative,,FFI,
24403,24404,718277924839-56,Rare Diseases International,,RDI,
24404,24405,718277924839-56,International Disability and Development Consortium,,IDDC,
24405,24406,718277924839-56,"Partnership for Maternal, Newborn and Child Health",,PMNCH,
24406,24407,718277924839-56,Partnership UN Women,,,
24407,24408,718277924839-56,Partnership WHO RDI Collaborative Global Network,,,
24408,24409,718277924839-56,Economic and Social Council of the United Nations,,,
24409,24410,790573922716-64,Alliance,,,
24410,24411,452452824585-66,Inclusion Europe,https://www.inclusion-europe.eu/about-us/#partners,,
24411,24412,163655337025-64,CEI- Bois,https://www.cei-bois.org/,,
24412,24413,163655337025-64,EFIC,https://www.efic.eu/,,
24413,24414,163655337025-64,Svenskt Näringsliv,https://www.svensktnaringsliv.se/,,
24414,24415,163763023188-60,jugendschutz.net,http://www.jugendschutz.net/partner/,,
24415,24416,163763023188-60,INHOPE,www.inhope.org,INHOPE,abbreviation
24416,24417,163763023188-60,INACH,www.inach.org,INACH,abbreviation
24417,24418,921573723846-07,,www.greentech-ostfriesland.de,,
24418,24419,921573723846-07,,www.slonecznyeuropejczyk.pl,,
24419,24420,921573723846-07,,www.warkgrupp.de,,
24420,24421,560987325165-78,DWV-Info,http://www.dwv-info.de/performing-energy/,,
24421,24422,956133923636-23,Verband der Zoologischen Gärten,https://www.vdz-zoos.org/,,
24422,24423,956133923636-23,Species360,https://www.species360.org/,,
24423,24424,956133923636-23,World Association of Zoos and Aquariums,https://www.waza.org/,WAZA,
24424,24425,956133923636-23,European Association of Zoos and Aquaria,http://www.eaza.net/,EAZA,
24425,24426,956133923636-23,European Association of Aquatic Mammals,http://www.eaam.org/,EAAM,
24426,24427,956133923636-23,Vulture Conservation Foundation,https://4vultures.org/,,
24427,24428,956133923636-23,Kleinpferde- und Spezialpferderassen,https://kleinpferde-und-spezialpferderassen.de/,,
24428,24429,956133923636-23,Deutsche Gesellschaft für Herpetologie und Terrarienkunde,https://www.dght.de/startseite,DGHT,
24429,24430,956133923636-23,International Association for Bear Research and Management,http://iabes.org/,IABES,
24430,24431,956133923636-23,Gesellschaft für Tropenornithologie,https://www.tropenornithologie.de/,,
24431,24432,956133923636-23,BioKreis,https://www.biokreis.de/,,
24432,24433,956133923636-23,BioKreis,https://www.biokreis.de/landesverbaende/erzeugerring-bayern-e-v/,,
24433,24434,956133923636-23,European Association of Zoo and Wildlife Veterinarians,https://www.eazwv.org/,EAZWV,
24434,24435,956133923636-23,Save the Wild Horse,https://savethewildhorse.org/en/,,
24435,24436,956133923636-23,International Zoo Educators Association,https://izea.net/,IZEA,
24436,24437,956133923636-23,Senckenberg Gesellschaft für Naturforschung,https://www.senckenberg.de/de/,,
24437,24438,956133923636-23,Stiftung Artenschutz,http://www.stiftung-artenschutz.de/,,
24438,24439,956133923636-23,Zoologische Gesellschaft für Arten- und Populationsschutz,https://www.zgap.de/,ZGAP,
24439,24440,956133923636-23,Zoo Grün,www.zoogruen.de,,
24440,24441,369394724693-87,YERUN,,,
24441,24442,369394724693-87,Scotland Europa,,,
24442,24443,369394724693-87,Universities UK,,,
24443,24444,369394724693-87,EATiP,,,
24444,24445,850670425908-78,Memory Lab,http://www.memorylab-europe.eu/,,
24445,24446,850670425908-78,,http://network.icom.museum/icmemo/,ICMEMO,
24446,24447,501652723968-72,European Association of Tissue AND cELL Banks,,EATCB,
24447,24448,501652723968-72,European Society for Blood and Marrow Transplantation,,EBMT,
24448,24449,501652723968-72,European Eye Bank Association,,EEBA,
24449,24450,501652723968-72,European Blood Alliance,,EBA,
24450,24451,379847424451-15,Platform of Plasma Protein Users,,PLUS,
24451,24452,379847424451-15,Screen4Rare,,,
24452,24453,379847424451-15,Eurordis,,,
24453,24454,379847424451-15,European Patients’ Forum,,EPF,
24454,24455,379847424451-15,Health First Europe,,,
24455,24456,379847424451-15,Rare Disease International,,,
24456,24457,379847424451-15,ERN RITA,,,
24457,24458,025880423895-19,Suomen Kylät ry,,,
24458,24459,025880423895-19,,,ELARD,
24459,24460,025880423895-19,Smart Villages Network,,,
24460,24461,224656024222-52,CORESTA,,CORESTA,abbreviation
24461,24462,224656024222-52,GITES,,GITES,abbreviation
24462,24463,908208124300-82,,www.eurogroupforanimals.org/,,
24463,24464,878224824837-17,,http://www.eucopro.org/,,
24464,24465,878224824837-17,,https://ena-norm.eu/,,
24465,24466,878224824837-17,,https://www.paseppe.gr/,,
24466,24467,648950226813-63,UK Vape Industry Association,,UKVIA,
24467,24468,648950226813-63,Vape Business Ireland,,VBI,
24468,24469,648950226813-63,Institute of Economic Affairs,,IEA,
24469,24470,648950226813-63,Scottish Grocers' Federation,,SGF,
24470,24471,753211027416-68,Lietuvos elektros energetikos asociacijos,http://www.leea.lt/,,
24471,24472,753211027416-68,Lietuvos inžinerinė pramonė asociacijos,http://www.linpra.lt/lt/pradinis.html,,
24472,24473,753211027416-68,"Panevėžio prekybos, pramonės ir  amatų rūmų",https://paneveziorumai.lt/lt/,,
24473,24474,753211027416-68,Lietuvos profesinio mokymo  įstaigų asociacijos,http://lpmasociacija.lt/,,
24474,24475,753211027416-68,Lietuvos gimnazijų asociacijos,http://www.lga.vilnius.lm.lt/,,
24475,24476,753211027416-68,Lietuvos nuotolinio ir e. mokymosi asociacijos,http://www.liedm.net/,LieDM,
24478,24479,131094424851-43,European NGO Confederation for relief and development,http://concordeurope.org,CONCORD,
24479,24480,131094424851-43,Forus International,http://forus-international.org/,,
24480,24481,131094424851-43,CSO Partnership for Development Effectiveness,http://csopartnership.org/,CPDE,
24481,24482,131094424851-43,,https://www.civicus.org/,CIVICUS,
24482,24483,131094424851-43,,,CONCORD,
24483,24484,059443622722-41,AgroCare,,,
24484,24485,059443622722-41,ECCA,,,
24485,24486,473272624831-33,ATCEUC,,,
24486,24487,473272624831-33,European Confederation of Independent Trade Unions,,CESI,
24487,24488,325809433036-15,Health Technology Assessment international,,HTAi,
24488,24489,325809433036-15,International Network of Health Technology Assessment,,INAHTA,
24489,24490,325809433036-15,Deutsches Netzwerk Evidenzbasierte Medizin,,DNEbM,
24490,24491,325809433036-15,Verein zur Förderung der Technologiebewertung im Gesundheitswesen,,Health Technology Assessment,
24491,24492,325809433036-15,European Public Health Association,,,
24492,24493,325809433036-15,Austrian Public Health Association,,,
24493,24494,881610623760-12,FTTH Council Europe,https://www.ftthcouncil.eu/,,
24494,24495,881610623760-12,,https://www.vatm.de/,VATM,
24495,24496,881610623760-12,Breko,https://www.brekoverband.de/,,
24496,24497,881610623760-12,,www.eco.de,eco,
24497,24498,881610623760-12,ANGA Der Breitbandverband e.V.,www.anga.de,,
24498,24499,881610623760-12,Wirtschaftsrat der CDU,www.wirtschaftsrat.de,,
24499,24500,903628623074-19,,,GAATW,
24500,24501,903628623074-19,,,PICUM,
24501,24502,903628623074-19,,,EATG,
24502,24503,903628623074-19,,,C-EHRN,
24503,24504,553534225071-84,,www.DIN.de,DIN,
24504,24505,902134627112-92,,,,
24505,24506,432858526876-75,VNO-NCW,,,
24506,24507,432858526876-75,Bouwend Nederland,,,
24507,24508,432858526876-75,European International Contractors,,,
24508,24509,372338127613-87,ECSPA,,ECSPA,abbreviation
24509,24510,372338127613-87,AWVN,,AWVN,abbreviation
24510,24511,372338127613-87,VNO-NCW,,VNO-NCW,abbreviation
24511,24512,372338127613-87,Stg. Stapelbouw,,,
24512,24513,372338127613-87,Cascade,,,
24513,24514,372338127613-87,Gebouwschil Nederland,,,
24514,24515,372338127613-87,,https://www.kalkzandsteen.nl/over-vnk/,,
24515,24516,872617526384-65,Epta,https://www.fia.org/epta/,,
24516,24517,872617526384-65,Aptraders,https://www.aptraders.nl,,
24517,24518,872617526384-65,Icma Group,https://www.icmagroup.org,,
24518,24519,872617526384-65,Holland Fintech,https://www.hollandfintech.eu,,
24519,24520,000182225214-48,Ej aktuellt,,,
24520,24521,015193625716-61,Confederatia Europeana a Sindicatelor,https://www.etuc.org/,ETUC,
24521,24522,015193625716-61,Confederatia Internationala a Sindicatelor,https://www.ituc-csi.org/,ITUC,
24522,24523,012185922677-09,Romanian Harm Reduction Network,www.rhrn.ro,,
24523,24524,012185922677-09,Coalition PLUS,http://www.coalitionplus.org/#&panel1-1,,
24524,24525,012185922677-09,Eurasian Harm Reduction Association,http://harmreductioneurasia.org/,,
24525,24526,012185922677-09,AIDS ACTION EUROPE,http://www.aidsactioneurope.org/en,AIDS ACTION EUROPE,name
24526,24527,012185922677-09,Civil Society Forum on Drugs,,,
24527,24528,012185922677-09,"Civil Society Forum on HIV/AIDS, Hepatitis and TB",,,
24528,24529,012185922677-09,CORRELATION,,CORRELATION,abbreviation
24529,24530,012185922677-09,TAMPEP,,TAMPEP,abbreviation
24530,24531,012185922677-09,Drug Policy Network South East Europe,http://dpnsee.org/,,
24531,24532,569885924378-48,World Health Organization,https://www.who.int/,WHO,
24532,24533,569885924378-48,United Nations,https://www.un.org/,UN,
24533,24534,569885924378-48,International Monetary Fund,https://www.imf.org/,IMF,
24534,24535,569885924378-48,World Bank,https://www.worldbank.org/,WB,
24535,24536,569885924378-48,"United Nations Educational, Scientific and Cultural Organization",https://www.unesco.org/,UNESCO,
24536,24537,334900639875-78,French Financial Markets Association,http://amafi.fr/,AMAFI,
24537,24538,981167323458-75,IG BCE,,,
24538,24539,981167323458-75,Deutschen Gewerkschaftsbundes,,DGB,
24539,24540,981167323458-75,industriAll European Trade Union,,,
24540,24541,981167323458-75,IndustriALL Global Union,,,
24541,24542,175286523869-61,Association française des entreprises privées / French Association of Large Companies,http://www.afep.com/,AFEP,
24542,24543,175286523869-61,Industrial Minerals Association Europe,http://www.ima-europe.eu/,IMA,
24543,24544,175286523869-61,MINÉRAUX INDUSTRIELS-FRANCE ASSOCIATION,,MIF,
24544,24545,175286523869-61,International Diatomite Producers Association,,IDPA,
24545,24546,175286523869-61,European Carbon and Graphite Associations,www.ecga.net,ECGA,
24546,24547,175286523869-61,Federation of European Producers of Abrasives,www.fepa-abrasives.org,FEPA,
24547,24548,175286523869-61,American National Standards Institute,www.ansi.org,ANSI,
24548,24549,175286523869-61,Ultrasonic Abrasive Machining Association,www.uama.org,UAMA,
24549,24550,175286523869-61,German Abrasives Association,www.vds-bonn.de,VDS,
24550,24551,175286523869-61,British Abrasives Federation,www.thebaf.org.uk,BAF,
24551,24552,175286523869-61,France Industrie,www.franceindustrie.org,,
24552,24553,564335331630-41,Consumer Goods Forum,,,
24553,24554,564335331630-41,SUN Business Network Global Platform,,,
24554,24555,564335331630-41,Netherlands Working Group on Global Nutrition,,,
24555,24556,650910043050-21,Fondazione Istituto Bruno Leoni,,,
24556,24557,649694724055-77,FEDERACION NACIONAL DE CULTIVADORES DE TABACO,,ASAJA,
24557,24558,649694724055-77,COOPERATIVAS AGROALIMENTARIAS,,,
24558,24559,649694724055-77,,,U.P.A.,
24559,24560,649694724055-77,ASOCIACION NACIONAL DE EMPRESAS TRANSFORMADORAS DE TABACO,,,
24560,24561,232484027628-74,Association of Consumer Credit Information Suppliers,,ACCIS,
24561,24562,232484027628-74,Federation of Business Information Service,,FEBIS,
24562,24563,232484027628-74,UK Finance,,,
24563,24564,232484027628-74,Finance and Leasing Association,,FLA,
24564,24565,232484027628-74,Financial Data and Technology Association,,FDATA,
24565,24566,232484027628-74,American Chamber of Commerce,,,
24566,24567,956819926931-76,,www.fecatra.org,FECATRA,
24567,24568,956819926931-76,,www.cetraa.com,CETRAA,
24568,24569,956819926931-76,,www.cecra.eu,CECRA,
24570,24571,984380024354-62,FlandersBio,www.flanders.bio,,
24571,24572,984380024354-62,FlandersVaccines,,,
24572,24573,984380024354-62,Leuven Mindgate,www.leuvenmindgate.be,,
24573,24574,877221923440-53,,,AALAS,
24574,24575,877221923440-53,,,EVERI,
24575,24576,877221923440-53,,,AAALAC,
24576,24577,877221923440-53,,,EARA,
24577,24578,877221923440-53,,,ETPLAS,
24578,24579,877221923440-53,,,FELASA,
24579,24580,548784521745-66,Confederation of Family Organisations in the European Union,,COFACE,
24580,24581,548784521745-66,International Commission on Couple and Family Relations,,ICCFR,
24581,24582,548784521745-66,Deutsches Jugend Institut,,DJI,
24582,24583,548784521745-66,Transnational Family Dynamics in Europe,,TraFaDy,
24583,24584,373313424184-42,Deutsche Verkehrswissenschaftliche Gesellschaft Niedersachsen-Bremen e.V.,,DVWG,
24584,24585,373313424184-42,Digital Transport Logistics Forum,,DTLF,
24585,24586,373313424184-42,Logistics Alliance Germany e.V.,,,
24586,24587,373313424184-42,New Opera AISBL,,,
24587,24588,373313424184-42,UNIFE The European Rail Industry,,,
24588,24589,095998323772-21,,http://www.ebowwn.com/ebo-mission,,
24589,24590,095998323772-21,,https://www.eu-asean.eu/,,
24590,24591,688867827027-92,,http://www.eua.be/,EUA,
24591,24592,133905628017-10,Conetic,,,
24592,24593,133905628017-10,Federacion de Empresas de La Rioja,,,
24593,24594,133905628017-10,European Digital SME Alliance,,,
24594,24595,500671027939-33,EURATEX,,,
24595,24596,500671027939-33,European Technological Platform,,,
24596,24597,500671027939-33,Regiotex,,,
24597,24598,500671027939-33,ETP,,,
24598,24599,500671027939-33,EU-TEXTILE2030 EEIG,,,
24599,24600,829063922689-04,European Audiovisual Observatory,,Council of Europe,
24600,24601,677979425796-48,EUCIS-lll Platform,http://lllplatform.eu/who-we-are/members-and-partners/,,
24601,24602,677979425796-48,VET4EU2 platform,http://www.vet4eu2.eu,,
24602,24603,989025223468-26,Association of Greek Tourism Enterprises,,SETE,
24603,24604,222285223624-49,European Financial Reporting Advisory Group,www.efrag.org,EFRAG,
24604,24605,222285223624-49,Association of Certified Investment International Analysts,www.aciiia.org,ACIIA,
24605,24606,222285223624-49,European Capital Markets Institute,www.eurocapitalmarkets.org,ECMI,
24606,24607,222285223624-49,International Financial Reporting Standards,,IFRS,
24607,24608,222285223624-49,eXtensible Business Reporting Language,www.xbrl.org,XBRL,
24608,24609,222285223624-49,International Integrated Reporting Council,www.integratedreporting.org,IIRC,
24609,24610,222285223624-49,World Intellectual Capital Initiative,www.wici-global.com,WICI,
24610,24611,160029427104-57,,http://www.fev.es/v_portal/apartados/apartado.asp?te=27,,
24611,24612,457159627309-49,European Public Health Alliance,www.epha.org,,
24612,24613,807409123995-54,First-Cisl,,,
24613,24614,807409123995-54,Cisl Confederation,,CISL,
24614,24615,807409123995-54,Uni Global Union,,,
24615,24616,807409123995-54,Etuc,,,
24616,24617,807409123995-54,Ong Finance Watch,,,
24617,24618,327975426741-69,Federação Internacional Farmacêutica,,FIP,
24618,24619,327975426741-69,Pharmaceutical Group od the European Union,,PGEU,
24619,24620,327975426741-69,Associação dos Farmacêuticos dos Países de Língua Portuguesa,,AFPLP,
24620,24621,565685125565-56,,www.bjcem.org,,
24621,24622,565685125565-56,,www.ilga-europe.org,,
24622,24623,565685125565-56,,www.iglyo.com,,
24623,24624,565685125565-56,,www.asociacija.si,,
24624,24625,565685125565-56,,www.mreza-mama.si,,
24625,24626,565685125565-56,,www.lgbti-era.org,,
24626,24627,684434822646-91,,,,
24627,24628,768588825862-96,Childhood Cancer International,http://childhoodcancerinternational.org,CCI,
24628,24629,768588825862-96,Fight Kids Cancer,,FIGHT KIDS CANCER,
24630,24631,350836623174-20,,www.vda.de,,
24631,24632,350836623174-20,,,UNECE,
24632,24633,257905624903-57,,www.iru.org,IRU,
24633,24634,316074423618-06,European Dairy Association,,EDA,
24634,24635,316074423618-06,European Dairy Traders Association,,EUCOLAIT,
24635,24636,316074423618-06,Maidonjalostajien ja meijeritukkukauppiaiden liitto ry,,,
24636,24637,316074423618-06,Elintarviketeollisuusliitto ry,,,
24637,24638,950585824152-78,,https://www.hellascert.gr/,HELLASCERT,
24638,24639,536086545729-85,Canada Grains Council,https://canadagrainscouncil.ca/,,
24639,24640,940736626927-81,Federation Internationale de l'Automobile,,,
24640,24641,940736626927-81,Tourism Alliance,,UK,
24641,24642,940736626927-81,Scottish Tourism Alliance,,,
24642,24643,940736626927-81,Wales Tourism Alliance,,,
24643,24644,940736626927-81,Campaign for National Parks,,,
24644,24645,940736626927-81,Scottish Campaign for National Parks,,,
24645,24646,663420026412-71,Ogólnopolska Federacja Organizacji Pozarządowych,,,
24646,24647,663420026412-71,Polski Komitet Normalizacyjny,,,
24647,24648,663420026412-71,,,BEUC,
24648,24649,663420026412-71,,,ANEC,
24649,24650,779169725910-83,Gospodarska zbornica Slovenije,,,
24650,24651,779169725910-83,Območna zbornica za severno Primorsko,,,
24651,24652,779169725910-83,,,SRIP MATPRO,
24652,24653,739187623082-82,Paritair Comité voor het Hotelbedrijf,,,
24653,24654,739187623082-82,Federaal Agentschap voor Voedselveiligheid,,,
24654,24655,739187623082-82,Hoge Raad van Zlefstandigen en KMO's,,,
24655,24656,739187623082-82,Toerisme Vlaanderen,,,
24656,24657,739187623082-82,,,HOTREC,
24657,24658,739187623082-82,,,UNIZO,
24658,24659,739187623082-82,,,Guidea,
24659,24660,809274824592-30,European Peacebuilding Liaison Office,http://eplo.org/,,
24660,24661,809274824592-30,Human Rights and Democracy Network,http://hrdn.eu/,,
24661,24662,809274824592-30,NGO Federatie,https://www.ngo-federatie.be/,,
24662,24663,809274824592-30,,http://faib.org/,FAIB,
24663,24664,809274824592-30,Acodev,https://www.acodev.be/,,
24664,24665,850612124598-41,CoESS,,,
24665,24666,808658823757-40,CEI-Bois,,CEI-Bois,abbreviation
24666,24667,808658823757-40,European Confederation of Woodworking Industries aisbl,,,
24667,24668,376160024647-80,Semi Europe,,,
24668,24669,376160024647-80,,,AENEAS,
24669,24670,684914223426-38,DIVB Deutsches Institut für vorbeugenden Brandschutz,,DIVB,
24670,24671,939312123485-11,Association Nationale des Organisations de Producteurs,,ANOP,
24671,24672,939312123485-11,Association Européenne des Organisations de Producteurs,,AEPO,
24672,24673,469688327506-35,European Social Action Network,,ESAN,
24673,24674,469688327506-35,Confederação Nacional das Instituições de Solidariedade,,CNIS,
24674,24675,469688327506-35,Centro Português de Fundações,,CPF,
24675,24676,469688327506-35,União Distrital de Setúbal das IPSS,,UDIPSS,
24676,24677,469688327506-35,Associação UNIV Sénior de Palmela,,,
24677,24678,456430428420-24,Ateval,https://ateval.com/,,
24678,24679,300916227587-58,Red de Cátedras de RSC de Santander,,,
24679,24680,300916227587-58,European Association of Sustainability Professionals,,EASP,
24680,24681,119101322906-62,European Industrial Gases Association,www.eiga.eu,EIGA,
24681,24682,119101322906-62,Hydrogen Europe,www.hydrogeneurope.eu,,
24682,24683,119101322906-62,Hydrogen Council,www.hydrogencouncil.com,,
24683,24684,119101322906-62,Clean Hydrogen Alliance,www.ech2a.eu,,
24684,24685,119101322906-62,European Biogas Association,www.europeanbiogas.eu,,
24685,24686,945330325636-88,,https://www.romorth.eu/,,
24686,24687,945330325636-88,,www.orthodoxru.eu,,
24687,24688,945330325636-88,,www.strasbourg-reor.org,,
24688,24689,945330325636-88,,www.churchofcypruseu.com,,
24689,24690,945330325636-88,,http://www.regue.eu/en/,,
24690,24691,562370525222-50,International Council of Bottled Water Associations,http://www.icbwa.org/,ICBWA,
24691,24692,562370525222-50,FoodDrinkEurope,http://www.fooddrinkeurope.eu/,,
24692,24693,562370525222-50,FAIB,http://faib.org/,FAIB,abbreviation
24693,24694,562370525222-50,EPR Club,http://www.eprclub.eu/home,,
24694,24695,406038125094-81,European University Association,https://iau-aiu.net/Members,,
24695,24696,572438425147-04,ELARD,,,
24696,24697,362405025078-34,UNESCO,,,
24697,24698,362405025078-34,UNISCO CIGEPS Permanent Counsultative Committee,,,
24698,24699,362405025078-34,Council of Europe EPAS Advisory Committee,,,
24699,24700,362405025078-34,International Olympic Committee,https://www.olympic.org/ioc-governance-affiliate-organisations,IOC,
24700,24701,362405025078-34,IOC Sport and Active Society Commission,,,
24701,24702,362405025078-34,ICSSPE,,,
24702,24703,362405025078-34,UN ECOSOC,,,
24703,24704,278435521661-59,Insurance Europe,www.insuranceeurope.eu,,
24704,24705,278435521661-59,Wirtschaftskammer Österreich,www.wko.at,,
24705,24706,603906626884-46,algemene werkgevers vereniging Nederland,www.vno-ncw.nl,,
24706,24707,603906626884-46,Nederlands nationaal comité van internationale zuivelbond,www.eda.euromilk.org,,
24707,24708,175984826826-67,BEUC,,,
24708,24709,175984826826-67,CI,,,
24709,24710,175984826826-67,FSC,,,
24710,24711,965668629885-63,European Semiconductor Industry Association,https://www.eusemiconductors.eu/esia/home,ESIA,
24711,24712,965668629885-63,SEMI,http://www.semi.org/en/,,
24712,24713,965668629885-63,Fab Owner Association,http://www.waferfabs.org/,,
24713,24714,965668629885-63,Global Semiconductor Alliance,https://www.gsaglobal.org/,GSA,
24714,24715,965668629885-63,Zentralverband Elektrotechnik- und Elektronikindustrie e.V.,https://www.zvei.org/en/,ZVEI,
24715,24716,965668629885-63,Association for European NanoElectronics ActivitieS,http://www.waferfabs.org/,AENEAS,
24716,24717,965668629885-63,edaCentrum,https://www.edacentrum.de/en,,
24717,24718,965668629885-63,Silicon Saxony,https://www.silicon-saxony.de/en/home/,,
24718,24719,965668629885-63,Cool Silicon e.V.,https://www.cool-silicon.de/en/start/,,
24719,24720,965668629885-63,IVAM Microtechnology Network,https://ivam.de/?lang=en,,
24720,24721,965668629885-63,DKE Deutsche Kommission Elektrotechnik Elektronik Informationstechnik in DIN und VDE,https://www.dke.de/de#,,
24721,24722,965668629885-63,ACSIEL Professional French organisation for the electronic field,https://www.acsiel.fr/,,
24722,24723,965668629885-63,Minalogic Competitiveness cluster for digital technologies in the Auvergne Rhone Alpes region in France,https://www.minalogic.com/,,
24723,24724,295082640195-45,Association of European Automotive and Industrial Batteries,,EUROBAT,
24724,24725,295082640195-45,International Lead Association,,ILA,
24725,24726,295082640195-45,Zentralverband Elektrotechnik- und Elektronikindustrie,,ZVEI,
24726,24727,295082640195-45,Consortium for Battery Innovation,,CBI,
24727,24728,649236547440-85,,,,
24728,24729,982361228640-41,Energieagentur Rheinland-Pfalz,,,
24729,24730,982361228640-41,Metropolregion Rhein-Neckar GmbH,,,
24730,24731,982361228640-41,Zukunft Metropolregion Rhein-Neckar e. V.,,,
24731,24732,982361228640-41,Sportregion Rhein-Neckar e. V.,,,
24732,24733,982361228640-41,EnergieEffizienzAgentur Rhein-Neckar-Dreieck gGmbH,,,
24733,24734,982361228640-41,Umweltkompetenzzentrum Heidelberg-Rhein-Neckar e. V.,,,
24734,24735,982361228640-41,BioRegion Rhein-Neckar-Dreieck e. V.,,,
24735,24736,982361228640-41,Gesundheitsnetz Rhein-Neckar-Dreieck e. V.,,,
24736,24737,982361228640-41,Wissensregion Rhein-Neckar,,,
24737,24738,982361228640-41,Koordinierungsstelle „Intelligente Vernetzung“,,,
24738,24739,982361228640-41,GeoNet Metropolregion Rhein-Neckar e.V.,,,
24739,24740,982361228640-41,Urban +,,,
24740,24741,982361228640-41,Kompetenzzentrum Medizintechnik Rhein-Neckar-Dreieck e. V.,,,
24741,24742,982361228640-41,Museumsverein für Technik und Arbeit e.V.,,,
24742,24743,982361228640-41,Förderkreis für Raum- und Umweltforschung e.V.,,,
24743,24744,982361228640-41,Verein Kurpfalz e.V.,,,
24744,24745,982361228640-41,Rhein-Kolleg e. V.,,,
24745,24746,982361228640-41,Wasserwirtschaftsverband Baden-Württemberg e. V.,,,
24746,24747,982361228640-41,Pfalzmarketing e.V.,,,
24747,24748,982361228640-41,Kommunale Aktionsgemeinschaft zur Bekämpfung der Schnakenplage e. V.,,,
24748,24749,982361228640-41,Deutsches Institut für Urbanistik gGmbH,,,
24749,24750,982361228640-41,Badischer Gemeinde-Versicherungs-Verband K.d.ö.R.,,,
24750,24751,982361228640-41,Metropol-Card / Metropol-Card-Bibliotheken Rhein-Neckar e.V.,,,
24751,24752,982361228640-41,Das Demographie Netzwerk e.V.,,,
24752,24753,982361228640-41,Kommunale Informationsverarbeitung Baden-Franken,,KIVBF,
24753,24754,982361228640-41,Deutscher Städtetag,,,
24754,24755,982361228640-41,Odenwälder Freilandmuseum e.V.,,,
24755,24756,982361228640-41,Touristik-Gemeinschaft Baden-Elsass-Pfalz e.V,,Vis-A-Vis PAMINA,
24756,24757,982361228640-41,Europäischer Verbund für territoriale Zusammenarbeit,,EVTZ Eurodistrikt PAMINA,
24757,24758,982361228640-41,European Grouping of Territorial Cooperation,,EGTC Interregional Alliance for the Rhine-Alpine Corridor,
24758,24759,982361228640-41,Initiativkreis Europäischer Metropolregionen in Deutschland,,IKM,
24759,24760,982361228640-41,RegioWIN-Netzwerk,,,
24760,24761,982361228640-41,Kommunaler Arbeitgeberverband Baden-Württenberg e.V.,,,
24761,24762,982361228640-41,Naturpark Neckartal-Odenwald e.V.,,,
24762,24763,982361228640-41,Airport Regions Conference,,,
24763,24764,982361228640-41,Freundeskreis Blühendes Landau e.V.,,,
24764,24765,982361228640-41,The network of European Metropolitan Regions and Areas,,METREX,
24765,24766,982361228640-41,Mieterverein Mannheim e.V.,,,
24766,24767,982361228640-41,ERRIN Network,,,
24767,24768,982361228640-41,Network of European Social Economy Regions,,ESER 2020,
24768,24769,982361228640-41,Arbeitsgemeinschaft der Regionalverbände Baden-Württemberg,,,
24769,24770,982361228640-41,Deutscher Landkreistag,,DLT,
24770,24771,982361228640-41,Arbeitskreis Verwaltung,,,
24771,24772,982361228640-41,Treffen der Landschaftsplaner,,,
24772,24773,982361228640-41,Arbeitskreis der Verkehrsplaner,,,
24773,24774,982361228640-41,Arbeitskreis Hochwasserschutz,,,
24774,24775,982361228640-41,Treffen der Siedlungsplaner,,,
24775,24776,982361228640-41,Arbeitsgemeinschaft in Ballungsräumen,,,
24776,24777,982361228640-41,Arbeitsgemeinschaft Stadt-Umland-Verbände,,,
24777,24778,982361228640-41,Arbeitskreis Zukunft Pflegeberufe,,,
24778,24779,982361228640-41,Netzwerk BGM,,,
24779,24780,982361228640-41,Das Demografie Netzwerk e.V,,,
24780,24781,982361228640-41,Arbeitskreis E-Government,,,
24781,24782,982361228640-41,Arbeitskreis der WIrtschaftsförderer,,,
24782,24783,982361228640-41,Arbeitskreis für Nahverkehrspläne,,,
24783,24784,982361228640-41,Landesbeirat für Natur- und Umweltschutz,,,
24784,24785,982361228640-41,Arbeitskreis GIS,,,
24785,24786,982361228640-41,Arbeitsgemeinschaft Digitaler Regionaler Raumordnungsplan,,,
24786,24787,982361228640-41,Netzwerk Kommunale Partnerschaften in der Metropolregion Rhein-Neckar,,,
24787,24788,982361228640-41,Landesfahrplankonferenz,,,
24788,24789,982361228640-41,Regionalfahrplankonferenz,,,
24789,24790,982361228640-41,unternehmensWert: Mensch,,,
24790,24791,982361228640-41,Filmfestival,,,
24791,24792,982361228640-41,Employee Assistance Program,,,
24792,24793,982361228640-41,Modellvorhaben der Raumordnung,,MORO,
24793,24794,982361228640-41,Technologieregion Karlsruhe,,,
24794,24795,982361228640-41,Deutsche Akademie für Städtebau und LP,,,
24795,24796,982361228640-41,Akademie für Raumentwicklung in der Leibniz-Gemeinschaft,,,
24796,24797,982361228640-41,Frauen mit Plan,,,
24797,24798,397954026471-28,Steering Committee,,,
